Category,Country_Province_FSA,Profile of FSA,characteristic_level_1,characteristic_level_2,characteristic_level_3,characteristic_level_4,characteristic_level_5,characteristic_level_6,counts
Family structure,M5A,Total number of persons in economic families,Total number of persons in economic families,,,,,,18170.0
Family structure,M5A,Average number of persons per economic family,Average number of persons per economic family,,,,,,3.0
Family structure,M5A,Total number of unattached individuals,Total number of unattached individuals,,,,,,8555.0
Family structure,M5B,Total number of private households,Total number of private households,,,,,,2760.0
Family structure,M5B,"  Size of household, 1 person",Total number of private households,"  Size of household, 1 person",,,,,1465.0
Family structure,M5B,"  Size of household, 2 persons",Total number of private households,"  Size of household, 2 persons",,,,,855.0
Family structure,M5B,"  Size of household, 3 persons",Total number of private households,"  Size of household, 3 persons",,,,,250.0
Family structure,M5B,"  Size of household, 4 or 5 persons",Total number of private households,"  Size of household, 4 or 5 persons",,,,,175.0
Family structure,M5B,"  Size of household, 6 or more persons",Total number of private households,"  Size of household, 6 or more persons",,,,,15.0
Family structure,M5B,  Non-family household,Total number of private households,  Non-family household,,,,,1955.0
Family structure,M5B,    1 census family household,Total number of private households,  Non-family household,    1 census family household,,,,795.0
Family structure,M5B,    2 or more census family household,Total number of private households,  Non-family household,    2 or more census family household,,,,10.0
Family structure,M5B,Number of persons in private households,Number of persons in private households,,,,,,4745.0
Family structure,M5B,Average number of persons per household,Average number of persons per household,,,,,,1.7
Family structure,M5B,Total number of census families,Total number of census families,,,,,,815.0
Family structure,M5B,"   Size of census family, 2 persons",Total number of census families,"   Size of census family, 2 persons",,,,,575.0
Family structure,M5B,"   Size of census family, 3 persons",Total number of census families,"   Size of census family, 3 persons",,,,,125.0
Family structure,M5B,"   Size of census family, 4 persons",Total number of census families,"   Size of census family, 4 persons",,,,,100.0
Family structure,M5B,"   Size of census family, 5 or more persons",Total number of census families,"   Size of census family, 5 or more persons",,,,,15.0
Family structure,M5B,Total husband-wife families (iv),Total husband-wife families (iv),,,,,,645.0
Family structure,M5B,  Total families of now-married couples,Total husband-wife families (iv),  Total families of now-married couples,,,,,525.0
Family structure,M5B,    Total without sons and daughters at home,Total husband-wife families (iv),  Total families of now-married couples,    Total without sons and daughters at home,,,,330.0
Family structure,M5B,    Total with sons and daughters at home,Total husband-wife families (iv),  Total families of now-married couples,    Total with sons and daughters at home,,,,190.0
Family structure,M5B,      1 son or daughter,Total husband-wife families (iv),  Total families of now-married couples,    Total with sons and daughters at home,      1 son or daughter,,,100.0
Family structure,M5B,      2 sons and/or daughters,Total husband-wife families (iv),  Total families of now-married couples,    Total with sons and daughters at home,      2 sons and/or daughters,,,70.0
Family structure,M5B,      3 or more sons and/or daughters,Total husband-wife families (iv),  Total families of now-married couples,    Total with sons and daughters at home,      3 or more sons and/or daughters,,,20.0
Family structure,M5B,  Total families of common-law couples,Total husband-wife families (iv),  Total families of common-law couples,,,,,125.0
Family structure,M5B,    Total without sons and daughters at home,Total husband-wife families (iv),  Total families of common-law couples,    Total without sons and daughters at home,,,,115.0
Family structure,M5B,    Total with sons and daughters at home,Total husband-wife families (iv),  Total families of common-law couples,    Total with sons and daughters at home,,,,0.0
Family structure,M5B,      1 son or daughter,Total husband-wife families (iv),  Total families of common-law couples,    Total with sons and daughters at home,      1 son or daughter,,,0.0
Family structure,M5B,      2 sons and/or daughters,Total husband-wife families (iv),  Total families of common-law couples,    Total with sons and daughters at home,      2 sons and/or daughters,,,0.0
Family structure,M5B,      3 or more sons and/or daughters,Total husband-wife families (iv),  Total families of common-law couples,    Total with sons and daughters at home,      3 or more sons and/or daughters,,,0.0
Family structure,M5B,Total lone-parent families,Total lone-parent families,,,,,,170.0
Family structure,M5B,  Male parent,Total lone-parent families,  Male parent,,,,,10.0
Family structure,M5B,    1 son or daughter,Total lone-parent families,  Male parent,    1 son or daughter,,,,10.0
Family structure,M5B,    2 sons and/or daughters,Total lone-parent families,  Male parent,    2 sons and/or daughters,,,,0.0
Family structure,M5B,    3 or more sons and/or daughters,Total lone-parent families,  Male parent,    3 or more sons and/or daughters,,,,0.0
Family structure,M5B,  Female parent,Total lone-parent families,  Female parent,,,,,160.0
Family structure,M5B,    1 son or daughter,Total lone-parent families,  Female parent,    1 son or daughter,,,,115.0
Family structure,M5B,    2 sons and/or daughters,Total lone-parent families,  Female parent,    2 sons and/or daughters,,,,25.0
Family structure,M5B,    3 or more sons and/or daughters,Total lone-parent families,  Female parent,    3 or more sons and/or daughters,,,,20.0
Family structure,M5B,Total number never-married sons/daughters,Total number never-married sons/daughters,,,,,,545.0
Family structure,M5B,  Under 6 years of age,Total number never-married sons/daughters,  Under 6 years of age,,,,,170.0
Family structure,M5B,  6-14 years,Total number never-married sons/daughters,  6-14 years,,,,,130.0
Family structure,M5B,  15-17 years,Total number never-married sons/daughters,  15-17 years,,,,,20.0
Family structure,M5B,  18-24 years,Total number never-married sons/daughters,  18-24 years,,,,,75.0
Family structure,M5B,  25 years and over,Total number never-married sons/daughters,  25 years and over,,,,,155.0
Family structure,M5B,Average number of sons/daughters at home per family (v),Average number of sons/daughters at home per family (v),,,,,,0.7
Family structure,M5B,Total number of persons in private households,Total number of persons in private households,,,,,,4740.0
Family structure,M5B,  Number of non-family persons,Total number of persons in private households,  Number of non-family persons,,,,,2740.0
Family structure,M5B,    Living with relatives,Total number of persons in private households,  Number of non-family persons,    Living with relatives,,,,195.0
Family structure,M5B,    Living with non-relatives only,Total number of persons in private households,  Number of non-family persons,    Living with non-relatives only,,,,1080.0
Family structure,M5B,    Living alone,Total number of persons in private households,  Number of non-family persons,    Living alone,,,,1465.0
Family structure,M5B,  Number of family persons,Total number of persons in private households,  Number of family persons,,,,,2005.0
Family structure,M5B,Average number of persons per census family,Average number of persons per census family,,,,,,2.5
Family structure,M5B,Total number of persons 65 years and over,Total number of persons 65 years and over,,,,,,445.0
Family structure,M5B,  Number of non-family persons 65 and over,Total number of persons 65 years and over,  Number of non-family persons 65 and over,,,,,255.0
Family structure,M5B,    Living with relatives,Total number of persons 65 years and over,  Number of non-family persons 65 and over,    Living with relatives,,,,0.0
Family structure,M5B,    Living with non-relatives only,Total number of persons 65 years and over,  Number of non-family persons 65 and over,    Living with non-relatives only,,,,20.0
Family structure,M5B,    Living alone,Total number of persons 65 years and over,  Number of non-family persons 65 and over,    Living alone,,,,235.0
Family structure,M5B,  Number of family persons 65 and over,Total number of persons 65 years and over,  Number of family persons 65 and over,,,,,190.0
Family structure,M5B,Total number of economic families,Total number of economic families,,,,,,875.0
Family structure,M5B,"   Size of economic family, 2 persons",Total number of economic families,"   Size of economic family, 2 persons",,,,,620.0
Family structure,M5B,"   Size of economic family, 3 persons",Total number of economic families,"   Size of economic family, 3 persons",,,,,125.0
Family structure,M5B,"   Size of economic family, 4 persons",Total number of economic families,"   Size of economic family, 4 persons",,,,,85.0
Family structure,M5B,"   Size of economic family, 5 or more persons",Total number of economic families,"   Size of economic family, 5 or more persons",,,,,45.0
Family structure,M5B,Total number of persons in economic families,Total number of persons in economic families,,,,,,2200.0
Family structure,M5B,Average number of persons per economic family,Average number of persons per economic family,,,,,,2.5
Family structure,M5B,Total number of unattached individuals,Total number of unattached individuals,,,,,,2545.0
Family structure,M5C,Total number of private households,Total number of private households,,,,,,445.0
Family structure,M5C,"  Size of household, 1 person",Total number of private households,"  Size of household, 1 person",,,,,245.0
Family structure,M5C,"  Size of household, 2 persons",Total number of private households,"  Size of household, 2 persons",,,,,155.0
Family structure,M5C,"  Size of household, 3 persons",Total number of private households,"  Size of household, 3 persons",,,,,30.0
Family structure,M5C,"  Size of household, 4 or 5 persons",Total number of private households,"  Size of household, 4 or 5 persons",,,,,20.0
Family structure,M5C,"  Size of household, 6 or more persons",Total number of private households,"  Size of household, 6 or more persons",,,,,0.0
Family structure,M5C,  Non-family household,Total number of private households,  Non-family household,,,,,300.0
Family structure,M5C,    1 census family household,Total number of private households,  Non-family household,    1 census family household,,,,145.0
Family structure,M5C,    2 or more census family household,Total number of private households,  Non-family household,    2 or more census family household,,,,0.0
Family structure,M5C,Number of persons in private households,Number of persons in private households,,,,,,715.0
Family structure,M5C,Average number of persons per household,Average number of persons per household,,,,,,1.6
Family structure,M5C,Total number of census families,Total number of census families,,,,,,145.0
Family structure,M5C,"   Size of census family, 2 persons",Total number of census families,"   Size of census family, 2 persons",,,,,115.0
Family structure,M5C,"   Size of census family, 3 persons",Total number of census families,"   Size of census family, 3 persons",,,,,20.0
Family structure,M5C,"   Size of census family, 4 persons",Total number of census families,"   Size of census family, 4 persons",,,,,10.0
Family structure,M5C,"   Size of census family, 5 or more persons",Total number of census families,"   Size of census family, 5 or more persons",,,,,0.0
Family structure,M5C,Total husband-wife families (iv),Total husband-wife families (iv),,,,,,130.0
Family structure,M5C,  Total families of now-married couples,Total husband-wife families (iv),  Total families of now-married couples,,,,,95.0
Family structure,M5C,    Total without sons and daughters at home,Total husband-wife families (iv),  Total families of now-married couples,    Total without sons and daughters at home,,,,75.0
Family structure,M5C,    Total with sons and daughters at home,Total husband-wife families (iv),  Total families of now-married couples,    Total with sons and daughters at home,,,,25.0
Family structure,M5C,      1 son or daughter,Total husband-wife families (iv),  Total families of now-married couples,    Total with sons and daughters at home,      1 son or daughter,,,10.0
Family structure,M5C,      2 sons and/or daughters,Total husband-wife families (iv),  Total families of now-married couples,    Total with sons and daughters at home,      2 sons and/or daughters,,,15.0
Family structure,M5C,      3 or more sons and/or daughters,Total husband-wife families (iv),  Total families of now-married couples,    Total with sons and daughters at home,      3 or more sons and/or daughters,,,0.0
Family structure,M5C,  Total families of common-law couples,Total husband-wife families (iv),  Total families of common-law couples,,,,,35.0
Family structure,M5C,    Total without sons and daughters at home,Total husband-wife families (iv),  Total families of common-law couples,    Total without sons and daughters at home,,,,30.0
Family structure,M5C,    Total with sons and daughters at home,Total husband-wife families (iv),  Total families of common-law couples,    Total with sons and daughters at home,,,,10.0
Family structure,M5C,      1 son or daughter,Total husband-wife families (iv),  Total families of common-law couples,    Total with sons and daughters at home,      1 son or daughter,,,10.0
Family structure,M5C,      2 sons and/or daughters,Total husband-wife families (iv),  Total families of common-law couples,    Total with sons and daughters at home,      2 sons and/or daughters,,,0.0
Family structure,M5C,      3 or more sons and/or daughters,Total husband-wife families (iv),  Total families of common-law couples,    Total with sons and daughters at home,      3 or more sons and/or daughters,,,0.0
Family structure,M5C,Total lone-parent families,Total lone-parent families,,,,,,15.0
Family structure,M5C,  Male parent,Total lone-parent families,  Male parent,,,,,0.0
Family structure,M5C,    1 son or daughter,Total lone-parent families,  Male parent,    1 son or daughter,,,,0.0
Family structure,M5C,    2 sons and/or daughters,Total lone-parent families,  Male parent,    2 sons and/or daughters,,,,0.0
Family structure,M5C,    3 or more sons and/or daughters,Total lone-parent families,  Male parent,    3 or more sons and/or daughters,,,,0.0
Family structure,M5C,  Female parent,Total lone-parent families,  Female parent,,,,,15.0
Family structure,M5C,    1 son or daughter,Total lone-parent families,  Female parent,    1 son or daughter,,,,15.0
Family structure,M5C,    2 sons and/or daughters,Total lone-parent families,  Female parent,    2 sons and/or daughters,,,,0.0
Family structure,M5C,    3 or more sons and/or daughters,Total lone-parent families,  Female parent,    3 or more sons and/or daughters,,,,0.0
Family structure,M5C,Total number never-married sons/daughters,Total number never-married sons/daughters,,,,,,55.0
Family structure,M5C,  Under 6 years of age,Total number never-married sons/daughters,  Under 6 years of age,,,,,15.0
Family structure,M5C,  6-14 years,Total number never-married sons/daughters,  6-14 years,,,,,20.0
Family structure,M5C,  15-17 years,Total number never-married sons/daughters,  15-17 years,,,,,0.0
Family structure,M5C,  18-24 years,Total number never-married sons/daughters,  18-24 years,,,,,15.0
Family structure,M5C,  25 years and over,Total number never-married sons/daughters,  25 years and over,,,,,10.0
Family structure,M5C,Average number of sons/daughters at home per family (v),Average number of sons/daughters at home per family (v),,,,,,0.4
Family structure,M5C,Total number of persons in private households,Total number of persons in private households,,,,,,715.0
Family structure,M5C,  Number of non-family persons,Total number of persons in private households,  Number of non-family persons,,,,,385.0
Family structure,M5C,    Living with relatives,Total number of persons in private households,  Number of non-family persons,    Living with relatives,,,,20.0
Family structure,M5C,    Living with non-relatives only,Total number of persons in private households,  Number of non-family persons,    Living with non-relatives only,,,,115.0
Family structure,M5C,    Living alone,Total number of persons in private households,  Number of non-family persons,    Living alone,,,,245.0
Family structure,M5C,  Number of family persons,Total number of persons in private households,  Number of family persons,,,,,335.0
Family structure,M5C,Average number of persons per census family,Average number of persons per census family,,,,,,2.3
Family structure,M5C,Total number of persons 65 years and over,Total number of persons 65 years and over,,,,,,15.0
Family structure,M5C,  Number of non-family persons 65 and over,Total number of persons 65 years and over,  Number of non-family persons 65 and over,,,,,0.0
Family structure,M5C,    Living with relatives,Total number of persons 65 years and over,  Number of non-family persons 65 and over,    Living with relatives,,,,0.0
Family structure,M5C,    Living with non-relatives only,Total number of persons 65 years and over,  Number of non-family persons 65 and over,    Living with non-relatives only,,,,0.0
Family structure,M5C,    Living alone,Total number of persons 65 years and over,  Number of non-family persons 65 and over,    Living alone,,,,0.0
Family structure,M5C,  Number of family persons 65 and over,Total number of persons 65 years and over,  Number of family persons 65 and over,,,,,10.0
Family structure,M5C,Total number of economic families,Total number of economic families,,,,,,150.0
Family structure,M5C,"   Size of economic family, 2 persons",Total number of economic families,"   Size of economic family, 2 persons",,,,,110.0
Family structure,M5C,"   Size of economic family, 3 persons",Total number of economic families,"   Size of economic family, 3 persons",,,,,20.0
Family structure,M5C,"   Size of economic family, 4 persons",Total number of economic families,"   Size of economic family, 4 persons",,,,,20.0
Family structure,M5C,"   Size of economic family, 5 or more persons",Total number of economic families,"   Size of economic family, 5 or more persons",,,,,0.0
Family structure,M5C,Total number of persons in economic families,Total number of persons in economic families,,,,,,355.0
Family structure,M5C,Average number of persons per economic family,Average number of persons per economic family,,,,,,2.4
Family structure,M5C,Total number of unattached individuals,Total number of unattached individuals,,,,,,365.0
Family structure,M5E,Total number of private households,Total number of private households,,,,,,1320.0
Family structure,M5E,"  Size of household, 1 person",Total number of private households,"  Size of household, 1 person",,,,,625.0
Family structure,M5E,"  Size of household, 2 persons",Total number of private households,"  Size of household, 2 persons",,,,,540.0
Family structure,M5E,"  Size of household, 3 persons",Total number of private households,"  Size of household, 3 persons",,,,,95.0
Family structure,M5E,"  Size of household, 4 or 5 persons",Total number of private households,"  Size of household, 4 or 5 persons",,,,,55.0
Family structure,M5E,"  Size of household, 6 or more persons",Total number of private households,"  Size of household, 6 or more persons",,,,,0.0
Family structure,M5E,  Non-family household,Total number of private households,  Non-family household,,,,,815.0
Family structure,M5E,    1 census family household,Total number of private households,  Non-family household,    1 census family household,,,,500.0
Family structure,M5E,    2 or more census family household,Total number of private households,  Non-family household,    2 or more census family household,,,,0.0
Family structure,M5E,Number of persons in private households,Number of persons in private households,,,,,,2245.0
Family structure,M5E,Average number of persons per household,Average number of persons per household,,,,,,1.7
Family structure,M5E,Total number of census families,Total number of census families,,,,,,500.0
Family structure,M5E,"   Size of census family, 2 persons",Total number of census families,"   Size of census family, 2 persons",,,,,375.0
Family structure,M5E,"   Size of census family, 3 persons",Total number of census families,"   Size of census family, 3 persons",,,,,80.0
Family structure,M5E,"   Size of census family, 4 persons",Total number of census families,"   Size of census family, 4 persons",,,,,50.0
Family structure,M5E,"   Size of census family, 5 or more persons",Total number of census families,"   Size of census family, 5 or more persons",,,,,0.0
Family structure,M5E,Total husband-wife families (iv),Total husband-wife families (iv),,,,,,465.0
Family structure,M5E,  Total families of now-married couples,Total husband-wife families (iv),  Total families of now-married couples,,,,,370.0
Family structure,M5E,    Total without sons and daughters at home,Total husband-wife families (iv),  Total families of now-married couples,    Total without sons and daughters at home,,,,255.0
Family structure,M5E,    Total with sons and daughters at home,Total husband-wife families (iv),  Total families of now-married couples,    Total with sons and daughters at home,,,,120.0
Family structure,M5E,      1 son or daughter,Total husband-wife families (iv),  Total families of now-married couples,    Total with sons and daughters at home,      1 son or daughter,,,75.0
Family structure,M5E,      2 sons and/or daughters,Total husband-wife families (iv),  Total families of now-married couples,    Total with sons and daughters at home,      2 sons and/or daughters,,,40.0
Family structure,M5E,      3 or more sons and/or daughters,Total husband-wife families (iv),  Total families of now-married couples,    Total with sons and daughters at home,      3 or more sons and/or daughters,,,0.0
Family structure,M5E,  Total families of common-law couples,Total husband-wife families (iv),  Total families of common-law couples,,,,,95.0
Family structure,M5E,    Total without sons and daughters at home,Total husband-wife families (iv),  Total families of common-law couples,    Total without sons and daughters at home,,,,95.0
Family structure,M5E,    Total with sons and daughters at home,Total husband-wife families (iv),  Total families of common-law couples,    Total with sons and daughters at home,,,,0.0
Family structure,M5E,      1 son or daughter,Total husband-wife families (iv),  Total families of common-law couples,    Total with sons and daughters at home,      1 son or daughter,,,0.0
Family structure,M5E,      2 sons and/or daughters,Total husband-wife families (iv),  Total families of common-law couples,    Total with sons and daughters at home,      2 sons and/or daughters,,,0.0
Family structure,M5E,      3 or more sons and/or daughters,Total husband-wife families (iv),  Total families of common-law couples,    Total with sons and daughters at home,      3 or more sons and/or daughters,,,0.0
Family structure,M5E,Total lone-parent families,Total lone-parent families,,,,,,35.0
Family structure,M5E,  Male parent,Total lone-parent families,  Male parent,,,,,10.0
Family structure,M5E,    1 son or daughter,Total lone-parent families,  Male parent,    1 son or daughter,,,,0.0
Family structure,M5E,    2 sons and/or daughters,Total lone-parent families,  Male parent,    2 sons and/or daughters,,,,0.0
Family structure,M5E,    3 or more sons and/or daughters,Total lone-parent families,  Male parent,    3 or more sons and/or daughters,,,,0.0
Family structure,M5E,  Female parent,Total lone-parent families,  Female parent,,,,,35.0
Family structure,M5E,    1 son or daughter,Total lone-parent families,  Female parent,    1 son or daughter,,,,20.0
Family structure,M5E,    2 sons and/or daughters,Total lone-parent families,  Female parent,    2 sons and/or daughters,,,,10.0
Family structure,M5E,    3 or more sons and/or daughters,Total lone-parent families,  Female parent,    3 or more sons and/or daughters,,,,10.0
Family structure,M5E,Total number never-married sons/daughters,Total number never-married sons/daughters,,,,,,220.0
Family structure,M5E,  Under 6 years of age,Total number never-married sons/daughters,  Under 6 years of age,,,,,75.0
Family structure,M5E,  6-14 years,Total number never-married sons/daughters,  6-14 years,,,,,45.0
Family structure,M5E,  15-17 years,Total number never-married sons/daughters,  15-17 years,,,,,25.0
Family structure,M5E,  18-24 years,Total number never-married sons/daughters,  18-24 years,,,,,35.0
Family structure,M5E,  25 years and over,Total number never-married sons/daughters,  25 years and over,,,,,40.0
Family structure,M5E,Average number of sons/daughters at home per family (v),Average number of sons/daughters at home per family (v),,,,,,0.4
Family structure,M5E,Total number of persons in private households,Total number of persons in private households,,,,,,2250.0
Family structure,M5E,  Number of non-family persons,Total number of persons in private households,  Number of non-family persons,,,,,1060.0
Family structure,M5E,    Living with relatives,Total number of persons in private households,  Number of non-family persons,    Living with relatives,,,,125.0
Family structure,M5E,    Living with non-relatives only,Total number of persons in private households,  Number of non-family persons,    Living with non-relatives only,,,,315.0
Family structure,M5E,    Living alone,Total number of persons in private households,  Number of non-family persons,    Living alone,,,,625.0
Family structure,M5E,  Number of family persons,Total number of persons in private households,  Number of family persons,,,,,1185.0
Family structure,M5E,Average number of persons per census family,Average number of persons per census family,,,,,,2.4
Family structure,M5E,Total number of persons 65 years and over,Total number of persons 65 years and over,,,,,,125.0
Family structure,M5E,  Number of non-family persons 65 and over,Total number of persons 65 years and over,  Number of non-family persons 65 and over,,,,,65.0
Family structure,M5E,    Living with relatives,Total number of persons 65 years and over,  Number of non-family persons 65 and over,    Living with relatives,,,,10.0
Family structure,M5E,    Living with non-relatives only,Total number of persons 65 years and over,  Number of non-family persons 65 and over,    Living with non-relatives only,,,,20.0
Family structure,M5E,    Living alone,Total number of persons 65 years and over,  Number of non-family persons 65 and over,    Living alone,,,,35.0
Family structure,M5E,  Number of family persons 65 and over,Total number of persons 65 years and over,  Number of family persons 65 and over,,,,,65.0
Family structure,M5E,Total number of economic families,Total number of economic families,,,,,,540.0
Family structure,M5E,"   Size of economic family, 2 persons",Total number of economic families,"   Size of economic family, 2 persons",,,,,395.0
Family structure,M5E,"   Size of economic family, 3 persons",Total number of economic families,"   Size of economic family, 3 persons",,,,,85.0
Family structure,M5E,"   Size of economic family, 4 persons",Total number of economic families,"   Size of economic family, 4 persons",,,,,50.0
Family structure,M5E,"   Size of economic family, 5 or more persons",Total number of economic families,"   Size of economic family, 5 or more persons",,,,,10.0
Family structure,M5E,Total number of persons in economic families,Total number of persons in economic families,,,,,,1315.0
Family structure,M5E,Average number of persons per economic family,Average number of persons per economic family,,,,,,2.4
Family structure,M5E,Total number of unattached individuals,Total number of unattached individuals,,,,,,940.0
Family structure,M5G,Total number of private households,Total number of private households,,,,,,1580.0
Family structure,M5G,"  Size of household, 1 person",Total number of private households,"  Size of household, 1 person",,,,,630.0
Family structure,M5G,"  Size of household, 2 persons",Total number of private households,"  Size of household, 2 persons",,,,,690.0
Family structure,M5G,"  Size of household, 3 persons",Total number of private households,"  Size of household, 3 persons",,,,,195.0
Family structure,M5G,"  Size of household, 4 or 5 persons",Total number of private households,"  Size of household, 4 or 5 persons",,,,,70.0
Family structure,M5G,"  Size of household, 6 or more persons",Total number of private households,"  Size of household, 6 or more persons",,,,,0.0
Family structure,M5G,  Non-family household,Total number of private households,  Non-family household,,,,,935.0
Family structure,M5G,    1 census family household,Total number of private households,  Non-family household,    1 census family household,,,,640.0
Family structure,M5G,    2 or more census family household,Total number of private households,  Non-family household,    2 or more census family household,,,,10.0
Family structure,M5G,Number of persons in private households,Number of persons in private households,,,,,,2875.0
Family structure,M5G,Average number of persons per household,Average number of persons per household,,,,,,1.8
Family structure,M5G,Total number of census families,Total number of census families,,,,,,655.0
Family structure,M5G,"   Size of census family, 2 persons",Total number of census families,"   Size of census family, 2 persons",,,,,480.0
Family structure,M5G,"   Size of census family, 3 persons",Total number of census families,"   Size of census family, 3 persons",,,,,135.0
Family structure,M5G,"   Size of census family, 4 persons",Total number of census families,"   Size of census family, 4 persons",,,,,45.0
Family structure,M5G,"   Size of census family, 5 or more persons",Total number of census families,"   Size of census family, 5 or more persons",,,,,0.0
Family structure,M5G,Total husband-wife families (iv),Total husband-wife families (iv),,,,,,535.0
Family structure,M5G,  Total families of now-married couples,Total husband-wife families (iv),  Total families of now-married couples,,,,,430.0
Family structure,M5G,    Total without sons and daughters at home,Total husband-wife families (iv),  Total families of now-married couples,    Total without sons and daughters at home,,,,305.0
Family structure,M5G,    Total with sons and daughters at home,Total husband-wife families (iv),  Total families of now-married couples,    Total with sons and daughters at home,,,,130.0
Family structure,M5G,      1 son or daughter,Total husband-wife families (iv),  Total families of now-married couples,    Total with sons and daughters at home,      1 son or daughter,,,90.0
Family structure,M5G,      2 sons and/or daughters,Total husband-wife families (iv),  Total families of now-married couples,    Total with sons and daughters at home,      2 sons and/or daughters,,,40.0
Family structure,M5G,      3 or more sons and/or daughters,Total husband-wife families (iv),  Total families of now-married couples,    Total with sons and daughters at home,      3 or more sons and/or daughters,,,0.0
Family structure,M5G,  Total families of common-law couples,Total husband-wife families (iv),  Total families of common-law couples,,,,,100.0
Family structure,M5G,    Total without sons and daughters at home,Total husband-wife families (iv),  Total families of common-law couples,    Total without sons and daughters at home,,,,90.0
Family structure,M5G,    Total with sons and daughters at home,Total husband-wife families (iv),  Total families of common-law couples,    Total with sons and daughters at home,,,,10.0
Family structure,M5G,      1 son or daughter,Total husband-wife families (iv),  Total families of common-law couples,    Total with sons and daughters at home,      1 son or daughter,,,10.0
Family structure,M5G,      2 sons and/or daughters,Total husband-wife families (iv),  Total families of common-law couples,    Total with sons and daughters at home,      2 sons and/or daughters,,,0.0
Family structure,M5G,      3 or more sons and/or daughters,Total husband-wife families (iv),  Total families of common-law couples,    Total with sons and daughters at home,      3 or more sons and/or daughters,,,0.0
Family structure,M5G,Total lone-parent families,Total lone-parent families,,,,,,125.0
Family structure,M5G,  Male parent,Total lone-parent families,  Male parent,,,,,20.0
Family structure,M5G,    1 son or daughter,Total lone-parent families,  Male parent,    1 son or daughter,,,,25.0
Family structure,M5G,    2 sons and/or daughters,Total lone-parent families,  Male parent,    2 sons and/or daughters,,,,0.0
Family structure,M5G,    3 or more sons and/or daughters,Total lone-parent families,  Male parent,    3 or more sons and/or daughters,,,,0.0
Family structure,M5G,  Female parent,Total lone-parent families,  Female parent,,,,,100.0
Family structure,M5G,    1 son or daughter,Total lone-parent families,  Female parent,    1 son or daughter,,,,60.0
Family structure,M5G,    2 sons and/or daughters,Total lone-parent families,  Female parent,    2 sons and/or daughters,,,,35.0
Family structure,M5G,    3 or more sons and/or daughters,Total lone-parent families,  Female parent,    3 or more sons and/or daughters,,,,10.0
Family structure,M5G,Total number never-married sons/daughters,Total number never-married sons/daughters,,,,,,345.0
Family structure,M5G,  Under 6 years of age,Total number never-married sons/daughters,  Under 6 years of age,,,,,155.0
Family structure,M5G,  6-14 years,Total number never-married sons/daughters,  6-14 years,,,,,80.0
Family structure,M5G,  15-17 years,Total number never-married sons/daughters,  15-17 years,,,,,20.0
Family structure,M5G,  18-24 years,Total number never-married sons/daughters,  18-24 years,,,,,65.0
Family structure,M5G,  25 years and over,Total number never-married sons/daughters,  25 years and over,,,,,25.0
Family structure,M5G,Average number of sons/daughters at home per family (v),Average number of sons/daughters at home per family (v),,,,,,0.5
Family structure,M5G,Total number of persons in private households,Total number of persons in private households,,,,,,2875.0
Family structure,M5G,  Number of non-family persons,Total number of persons in private households,  Number of non-family persons,,,,,1340.0
Family structure,M5G,    Living with relatives,Total number of persons in private households,  Number of non-family persons,    Living with relatives,,,,175.0
Family structure,M5G,    Living with non-relatives only,Total number of persons in private households,  Number of non-family persons,    Living with non-relatives only,,,,530.0
Family structure,M5G,    Living alone,Total number of persons in private households,  Number of non-family persons,    Living alone,,,,635.0
Family structure,M5G,  Number of family persons,Total number of persons in private households,  Number of family persons,,,,,1535.0
Family structure,M5G,Average number of persons per census family,Average number of persons per census family,,,,,,2.3
Family structure,M5G,Total number of persons 65 years and over,Total number of persons 65 years and over,,,,,,145.0
Family structure,M5G,  Number of non-family persons 65 and over,Total number of persons 65 years and over,  Number of non-family persons 65 and over,,,,,40.0
Family structure,M5G,    Living with relatives,Total number of persons 65 years and over,  Number of non-family persons 65 and over,    Living with relatives,,,,10.0
Family structure,M5G,    Living with non-relatives only,Total number of persons 65 years and over,  Number of non-family persons 65 and over,    Living with non-relatives only,,,,10.0
Family structure,M5G,    Living alone,Total number of persons 65 years and over,  Number of non-family persons 65 and over,    Living alone,,,,30.0
Family structure,M5G,  Number of family persons 65 and over,Total number of persons 65 years and over,  Number of family persons 65 and over,,,,,105.0
Family structure,M5G,Total number of economic families,Total number of economic families,,,,,,730.0
Family structure,M5G,"   Size of economic family, 2 persons",Total number of economic families,"   Size of economic family, 2 persons",,,,,540.0
Family structure,M5G,"   Size of economic family, 3 persons",Total number of economic families,"   Size of economic family, 3 persons",,,,,135.0
Family structure,M5G,"   Size of economic family, 4 persons",Total number of economic families,"   Size of economic family, 4 persons",,,,,55.0
Family structure,M5G,"   Size of economic family, 5 or more persons",Total number of economic families,"   Size of economic family, 5 or more persons",,,,,0.0
Family structure,M5G,Total number of persons in economic families,Total number of persons in economic families,,,,,,1710.0
Family structure,M5G,Average number of persons per economic family,Average number of persons per economic family,,,,,,2.3
Family structure,M5G,Total number of unattached individuals,Total number of unattached individuals,,,,,,1165.0
Family structure,M5H,Total number of private households,Total number of private households,,,,,,125.0
Family structure,M5H,"  Size of household, 1 person",Total number of private households,"  Size of household, 1 person",,,,,55.0
Family structure,M5H,"  Size of household, 2 persons",Total number of private households,"  Size of household, 2 persons",,,,,25.0
Family structure,M5H,"  Size of household, 3 persons",Total number of private households,"  Size of household, 3 persons",,,,,10.0
